INSERT INTO `hnk` (`ID`,`helyseg`, `jogallas`, `megye`, `jaras`, `terulet`, `nepesseg`, `lakas`) VALUES
('2734', 'Tardos', 'község', 'Komárom-Esztergom', 'Tatai', '2332', '1693', '708'),
('2735', 'Tarhos', 'község', 'Békés', 'Békési', '5745', '744', '357'),
('2736', 'Tarján', 'község', 'Komárom-Esztergom', 'Tatabányai', '4307', '2801', '1083'),
('2737', 'Tarjánpuszta', 'község', 'Gyõr-Moson-Sopron', 'Pannonhalmi', '844', '422', '152'),
('2738', 'Tárkány', 'község', 'Komárom-Esztergom', 'Kisbéri', '6494', '1356', '600'),
('2739', 'Tarnabod', 'község', 'Heves', 'Hevesi', '1033', '626', '234'),
('2740', 'Tarnalelesz', 'község', 'Heves', 'Pétervásárai', '3713', '1591', '693'),
('2741', 'Tarnaméra', 'község', 'Heves', 'Hevesi', '2826', '1558', '718'),
('2742', 'Tarnaörs', 'község', 'Heves', 'Hevesi', '3028', '1847', '747'),
('2743', 'Tarnaszentmária', 'község', 'Heves', 'Egri', '1100', '226', '180'),
('2744', 'Tarnaszentmiklós', 'község', 'Heves', 'Hevesi', '3500', '808', '419'),
('2745', 'Tarnazsadány', 'község', 'Heves', 'Hevesi', '2519', '1133', '480'),
('2746', 'Tárnok', 'nagyközség', 'Pest', 'Érdi', '2361', '10488', '3574'),
('2747', 'Tárnokréti', 'község', 'Gyõr-Moson-Sopron', 'Csornai', '954', '158', '103'),
('2748', 'Tarpa', 'nagyközség', 'Szabolcs-Szatmár-Bereg', 'Vásárosnaményi', '4973', '2586', '899'),
('2749', 'Tarrós', 'község', 'Baranya', 'Hegyháti', '529', '115', '52'),
('2750', 'Táska', 'község', 'Somogy', 'Marcali', '2598', '385', '196'),
('2751', 'Tass', 'község', 'Bács-Kiskun', 'Kunszentmiklósi', '7473', '2740', '1180'),
('2752', 'Taszár', 'község', 'Somogy', 'Kaposvári', '1729', '1832', '810'),
('2753', 'Tát', 'város', 'Komárom-Esztergom', 'Esztergomi', '1206', '5337', '2070'),
('2754', 'Tata', 'város', 'Komárom-Esztergom', 'Tatai', '7810', '23491', '10304'),
('2755', 'Tatabánya', 'megyeszékhely', 'Komárom-Esztergom', 'Tatabányai', '9142', '64305', '30987'),
('2756', 'Tataháza', 'község', 'Bács-Kiskun', 'Bácsalmási', '2610', '1095', '663'),
('2757', 'Tatárszentgyörgy', 'község', 'Pest', 'Dabasi', '5506', '1821', '690'),
('2758', 'Tázlár', 'község', 'Bács-Kiskun', 'Kiskõrösi', '7338', '1792', '862'),
('2759', 'Téglás', 'város', 'Hajdú-Bihar', 'Hajdúhadházi', '3833', '6249', '2376'),
('2760', 'Tekenye', 'község', 'Zala', 'Zalaszentgróti', '696', '411', '234'),
('2761', 'Tékes', 'község', 'Baranya', 'Hegyháti', '1256', '219', '101'),
('2762', 'Teklafalu', 'község', 'Baranya', 'Szigetvári', '1676', '297', '132'),
('2763', 'Telekes', 'község', 'Vas', 'Vasvári', '1081', '482', '194'),
('2764', 'Telekgerendás', 'község', 'Békés', 'Békéscsabai', '7237', '1334', '661'),
('2765', 'Teleki', 'község', 'Somogy', 'Siófoki', '805', '217', '91'),
('2766', 'Telki', 'község', 'Pest', 'Budakeszi', '1047', '4603', '1371'),
('2767', 'Telkibánya', 'község', 'Borsod-Abaúj-Zemplén', 'Gönci', '4682', '569', '370'),
('2768', 'Tengelic', 'község', 'Tolna', 'Paksi', '7093', '2108', '999'),
('2769', 'Tengeri', 'község', 'Baranya', 'Sellyei', '446', '49', '29'),
('2770', 'Tengõd', 'község', 'Somogy', 'Tabi', '3021', '374', '264'),
('2771', 'Tenk', 'község', 'Heves', 'Hevesi', '1234', '1200', '471'),
('2772', 'Tényõ', 'község', 'Gyõr-Moson-Sopron', 'Gyõri', '2638', '1817', '741'),
('2773', 'Tépe', 'község', 'Hajdú-Bihar', 'Derecskei', '2322', '999', '411'),
('2774', 'Terem', 'község', 'Szabolcs-Szatmár-Bereg', 'Nyírbátori', '4950', '636', '284'),
('2775', 'Terény', 'község', 'Nógrád', 'Balassagyarmati', '2435', '319', '244'),
('2776', 'Tereske', 'község', 'Nógrád', 'Rétsági', '1703', '675', '320'),
('2777', 'Teresztenye', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '869', '29', '30'),
('2778', 'Terpes', 'község', 'Heves', 'Pétervásárai', '220', '202', '100'),
('2779', 'Tés', 'község', 'Veszprém', 'Várpalotai', '4903', '839', '423'),
('2780', 'Tésa', 'község', 'Pest', 'Szobi', '438', '93', '52'),
('2781', 'Tésenfa', 'község', 'Baranya', 'Siklósi', '840', '186', '81'),
('2782', 'Téseny', 'község', 'Baranya', 'Sellyei', '1208', '274', '110'),
('2783', 'Teskánd', 'község', 'Zala', 'Zalaegerszegi', '485', '1229', '451'),
('2784', 'Tét', 'város', 'Gyõr-Moson-Sopron', 'Téti', '5636', '4354', '1550'),
('2785', 'Tetétlen', 'község', 'Hajdú-Bihar', 'Püspökladányi', '3211', '1307', '526'),
('2786', 'Tevel', 'község', 'Tolna', 'Bonyhádi', '2527', '1269', '567'),
('2787', 'Tibolddaróc', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '3032', '1258', '675'),
('2788', 'Tiborszállás', 'község', 'Szabolcs-Szatmár-Bereg', 'Mátészalkai', '2552', '929', '367'),
('2789', 'Tihany', 'község', 'Veszprém', 'Balatonfüredi', '2733', '1409', '706'),
('2790', 'Tikos', 'község', 'Somogy', 'Marcali', '335', '150', '52'),
('2791', 'Tilaj', 'község', 'Zala', 'Zalaegerszegi', '816', '182', '107'),
('2792', 'Timár', 'község', 'Szabolcs-Szatmár-Bereg', 'Nyíregyházi', '2183', '1215', '509'),
('2793', 'Tinnye', 'község', 'Pest', 'Pilisvörösvári', '1614', '1835', '687'),
('2794', 'Tiszaadony', 'község', 'Szabolcs-Szatmár-Bereg', 'Vásárosnaményi', '1563', '648', '260'),
('2795', 'Tiszaalpár', 'nagyközség', 'Bács-Kiskun', 'Tiszakécskei', '9113', '5019', '2293'),
('2796', 'Tiszabábolna', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '3269', '304', '271'),
('2797', 'Tiszabecs', 'nagyközség', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1714', '1351', '415'),
('2798', 'Tiszabercel', 'község', 'Szabolcs-Szatmár-Bereg', 'Ibrányi', '3138', '1728', '744'),
('2799', 'Tiszabezdéd', 'község', 'Szabolcs-Szatmár-Bereg', 'Záhonyi', '1864', '1707', '665'),
('2800', 'Tiszabõ', 'község', 'Jász-Nagykun-Szolnok', 'Kunhegyesi', '3504', '2080', '456'),
('2801', 'Tiszabura', 'község', 'Jász-Nagykun-Szolnok', 'Kunhegyesi', '4520', '2924', '851'),
('2802', 'Tiszacsécse', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '480', '216', '114'),
('2803', 'Tiszacsege', 'város', 'Hajdú-Bihar', 'Balmazújvárosi', '13640', '4495', '2092'),
('2804', 'Tiszacsermely', 'község', 'Borsod-Abaúj-Zemplén', 'Cigándi', '2028', '422', '214'),
('2805', 'Tiszadada', 'község', 'Szabolcs-Szatmár-Bereg', 'Tiszavasvári', '4875', '2011', '927'),
('2806', 'Tiszaderzs', 'község', 'Jász-Nagykun-Szolnok', 'Tiszafüredi', '2719', '990', '631'),
('2807', 'Tiszadob', 'nagyközség', 'Szabolcs-Szatmár-Bereg', 'Tiszavasvári', '8259', '2712', '1176'),
('2808', 'Tiszadorogma', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõcsáti', '4661', '325', '248'),
('2809', 'Tiszaeszlár', 'község', 'Szabolcs-Szatmár-Bereg', 'Tiszavasvári', '5454', '2281', '1033'),
('2810', 'Tiszaföldvár', 'város', 'Jász-Nagykun-Szolnok', 'Kunszentmártoni', '8034', '10149', '4691'),
('2811', 'Tiszafüred', 'város', 'Jász-Nagykun-Szolnok', 'Tiszafüredi', '16219', '10582', '5265'),
('2812', 'Tiszagyenda', 'község', 'Jász-Nagykun-Szolnok', 'Kunhegyesi', '3693', '937', '518'),
('2813', 'Tiszagyulaháza', 'község', 'Hajdú-Bihar', 'Hajdúnánási', '2078', '665', '342'),
('2814', 'Tiszaigar', 'község', 'Jász-Nagykun-Szolnok', 'Tiszafüredi', '3404', '705', '377'),
('2815', 'Tiszainoka', 'község', 'Jász-Nagykun-Szolnok', 'Kunszentmártoni', '1792', '394', '213'),
('2816', 'Tiszajenõ', 'község', 'Jász-Nagykun-Szolnok', 'Szolnoki', '2819', '1580', '811'),
('2817', 'Tiszakanyár', 'község', 'Szabolcs-Szatmár-Bereg', 'Kisvárdai', '1551', '1441', '539'),
('2818', 'Tiszakarád', 'község', 'Borsod-Abaúj-Zemplén', 'Cigándi', '4756', '2218', '895'),
('2819', 'Tiszakécske', 'város', 'Bács-Kiskun', 'Tiszakécskei', '13327', '12113', '5382'),
('2820', 'Tiszakerecseny', 'község', 'Szabolcs-Szatmár-Bereg', 'Vásárosnaményi', '2387', '947', '391'),
('2821', 'Tiszakeszi', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõcsáti', '4617', '2508', '1029'),
('2822', 'Tiszakóród', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1669', '744', '306'),
('2823', 'Tiszakürt', 'község', 'Jász-Nagykun-Szolnok', 'Kunszentmártoni', '2837', '1338', '755'),
('2824', 'Tiszaladány', 'község', 'Borsod-Abaúj-Zemplén', 'Tokaji', '2219', '610', '326'),
('2825', 'Tiszalök', 'város', 'Szabolcs-Szatmár-Bereg', 'Tiszavasvári', '5869', '5132', '2228'),
('2826', 'Tiszalúc', 'nagyközség', 'Borsod-Abaúj-Zemplén', 'Szerencsi', '4488', '4731', '1865'),
('2827', 'Tiszamogyorós', 'község', 'Szabolcs-Szatmár-Bereg', 'Záhonyi', '1025', '647', '263'),
('2828', 'Tiszanagyfalu', 'község', 'Szabolcs-Szatmár-Bereg', 'Nyíregyházi', '2706', '1728', '692'),
('2829', 'Tiszanána', 'község', 'Heves', 'Hevesi', '6814', '2464', '1048'),
('2830', 'Tiszaörs', 'község', 'Jász-Nagykun-Szolnok', 'Tiszafüredi', '3710', '1318', '670'),
('2831', 'Tiszapalkonya', 'község', 'Borsod-Abaúj-Zemplén', 'Tiszaújvárosi', '1349', '1427', '625'),
('2832', 'Tiszapüspöki', 'község', 'Jász-Nagykun-Szolnok', 'Törökszentmiklósi', '3745', '1997', '850'),
('2833', 'Tiszarád', 'község', 'Szabolcs-Szatmár-Bereg', 'Kemecsei', '923', '524', '196'),
('2834', 'Tiszaroff', 'község', 'Jász-Nagykun-Szolnok', 'Kunhegyesi', '5249', '1554', '835'),
('2835', 'Tiszasas', 'község', 'Jász-Nagykun-Szolnok', 'Kunszentmártoni', '2879', '1041', '551'),
('2836', 'Tiszasüly', 'község', 'Jász-Nagykun-Szolnok', 'Szolnoki', '9177', '1475', '754'),
('2837', 'Tiszaszalka', 'község', 'Szabolcs-Szatmár-Bereg', 'Vásárosnaményi', '1495', '871', '363'),
('2838', 'Tiszaszentimre', 'község', 'Jász-Nagykun-Szolnok', 'Tiszafüredi', '6561', '1795', '998'),
('2839', 'Tiszaszentmárton', 'község', 'Szabolcs-Szatmár-Bereg', 'Záhonyi', '1446', '1046', '397'),
('2840', 'Tiszasziget', 'község', 'Csongrád-Csanád', 'Szegedi', '2688', '1771', '655'),
('2841', 'Tiszaszõlõs', 'község', 'Jász-Nagykun-Szolnok', 'Tiszafüredi', '4779', '1598', '704'),
('2842', 'Tiszatardos', 'község', 'Borsod-Abaúj-Zemplén', 'Tokaji', '893', '220', '174'),
('2843', 'Tiszatarján', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõcsáti', '4039', '1387', '504'),
('2844', 'Tiszatelek', 'község', 'Szabolcs-Szatmár-Bereg', 'Ibrányi', '3379', '1328', '549'),
('2845', 'Tiszatenyõ', 'község', 'Jász-Nagykun-Szolnok', 'Törökszentmiklósi', '2355', '1442', '675'),
('2846', 'Tiszaug', 'község', 'Bács-Kiskun', 'Tiszakécskei', '2504', '950', '418'),
('2847', 'Tiszaújváros', 'város', 'Borsod-Abaúj-Zemplén', 'Tiszaújvárosi', '4604', '15055', '7427'),
('2848', 'Tiszavalk', 'község', 'Borsod-Abaúj-Zemplén', 'Mezõkövesdi', '1154', '311', '178'),
('2849', 'Tiszavárkony', 'község', 'Jász-Nagykun-Szolnok', 'Szolnoki', '3562', '1530', '730'),
('2850', 'Tiszavasvári', 'város', 'Szabolcs-Szatmár-Bereg', 'Tiszavasvári', '12853', '12177', '4572'),
('2851', 'Tiszavid', 'község', 'Szabolcs-Szatmár-Bereg', 'Vásárosnaményi', '1075', '567', '189'),
('2852', 'Tisztaberek', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1823', '652', '231'),
('2853', 'Tivadar', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '480', '154', '92'),
('2854', 'Tóalmás', 'község', 'Pest', 'Nagykátai', '3940', '3801', '1400'),
('2855', 'Tófalu', 'község', 'Heves', 'Füzesabonyi', '1448', '559', '275'),
('2856', 'Tófej', 'község', 'Zala', 'Zalaegerszegi', '1532', '643', '289'),
('2857', 'Tófû', 'község', 'Baranya', 'Komlói', '434', '108', '57'),
('2858', 'Tokaj', 'város', 'Borsod-Abaúj-Zemplén', 'Tokaji', '2820', '3863', '1685'),
('2859', 'Tokod', 'nagyközség', 'Komárom-Esztergom', 'Esztergomi', '1491', '4054', '1628'),
('2860', 'Tokodaltáró', 'község', 'Komárom-Esztergom', 'Esztergomi', '527', '2916', '1066'),
('2861', 'Tokorcs', 'község', 'Vas', 'Celldömölki', '640', '389', '171'),
('2862', 'Tolcsva', 'község', 'Borsod-Abaúj-Zemplén', 'Sárospataki', '1648', '1639', '783'),
('2863', 'Told', 'község', 'Hajdú-Bihar', 'Berettyóújfalui', '1491', '283', '130'),
('2864', 'Tolmács', 'község', 'Nógrád', 'Rétsági', '1221', '763', '340'),
('2865', 'Tolna', 'város', 'Tolna', 'Tolnai', '7107', '10654', '4560'),
('2866', 'Tolnanémedi', 'község', 'Tolna', 'Tamási', '2195', '991', '522'),
('2867', 'Tomajmonostora', 'község', 'Jász-Nagykun-Szolnok', 'Kunhegyesi', '1376', '695', '349'),
('2868', 'Tomor', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '1289', '224', '119'),
('2869', 'Tompa', 'város', 'Bács-Kiskun', 'Kiskunhalasi', '8157', '4290', '1943'),
('2870', 'Tompaládony', 'község', 'Vas', 'Sárvári', '944', '290', '156'),
('2871', 'Tordas', 'község', 'Fejér', 'Martonvásári', '1676', '2281', '723'),
('2872', 'Tormafölde', 'község', 'Zala', 'Lenti', '1886', '304', '192'),
('2873', 'Tormás', 'község', 'Baranya', 'Hegyháti', '2470', '220', '124'),
('2874', 'Tormásliget', 'község', 'Vas', 'Kõszegi', '753', '276', '134'),
('2875', 'Tornabarakony', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '819', '14', '44'),
('2876', 'Tornakápolna', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '402', '12', '34'),
('2877', 'Tornanádaska', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '783', '753', '131'),
('2878', 'Tornaszentandrás', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '1565', '137', '127'),
('2879', 'Tornaszentjakab', 'község', 'Borsod-Abaúj-Zemplén', 'Edelényi', '2822', '192', '125'),
('2880', 'Tornyiszentmiklós', 'község', 'Zala', 'Lenti', '1856', '507', '296'),
('2881', 'Tornyosnémeti', 'község', 'Borsod-Abaúj-Zemplén', 'Gönci', '1406', '565', '256'),
('2882', 'Tornyospálca', 'község', 'Szabolcs-Szatmár-Bereg', 'Kisvárdai', '4361', '2585', '953'),
('2883', 'Torony', 'község', 'Vas', 'Szombathelyi', '1283', '2066', '733'),
('2884', 'Torvaj', 'község', 'Somogy', 'Tabi', '1142', '200', '144'),
('2885', 'Tószeg', 'község', 'Jász-Nagykun-Szolnok', 'Szolnoki', '5917', '4319', '1798'),
('2886', 'Tótkomlós', 'város', 'Békés', 'Orosházi', '12505', '5463', '2887'),
('2887', 'Tótszentgyörgy', 'község', 'Baranya', 'Szigetvári', '750', '125', '68'),
('2888', 'Tótszentmárton', 'község', 'Zala', 'Letenyei', '1017', '721', '323'),
('2889', 'Tótszerdahely', 'község', 'Zala', 'Letenyei', '1229', '1140', '430'),
('2890', 'Tótújfalu', 'község', 'Somogy', 'Barcsi', '1327', '203', '141'),
('2891', 'Tótvázsony', 'község', 'Veszprém', 'Veszprémi', '4251', '1383', '481'),
('2892', 'Tök', 'község', 'Pest', 'Budakeszi', '2473', '1415', '505'),
('2893', 'Tököl', 'város', 'Pest', 'Szigetszentmiklósi', '3849', '10709', '4268'),
('2894', 'Töltéstava', 'község', 'Gyõr-Moson-Sopron', 'Gyõri', '2317', '2727', '766'),
('2895', 'Tömörd', 'község', 'Vas', 'Kõszegi', '1536', '272', '116'),
('2896', 'Tömörkény', 'község', 'Csongrád-Csanád', 'Csongrádi', '5391', '1662', '947'),
('2897', 'Törökbálint', 'város', 'Pest', 'Érdi', '2941', '14531', '5003'),
('2898', 'Törökkoppány', 'község', 'Somogy', 'Tabi', '2580', '478', '227'),
('2899', 'Törökszentmiklós', 'város', 'Jász-Nagykun-Szolnok', 'Törökszentmiklósi', '18516', '19192', '9012'),
('2900', 'Törtel', 'község', 'Pest', 'Ceglédi', '8416', '4352', '1888'),
('2901', 'Töttös', 'község', 'Baranya', 'Bólyi', '2299', '543', '258'),
('2902', 'Trizs', 'község', 'Borsod-Abaúj-Zemplén', 'Putnoki', '1025', '172', '110'),
('2903', 'Tunyogmatolcs', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '2628', '2270', '940'),
('2904', 'Tura', 'város', 'Pest', 'Aszódi', '5592', '7743', '2983'),
('2905', 'Túristvándi', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1522', '761', '253'),
('2906', 'Túrkeve', 'város', 'Jász-Nagykun-Szolnok', 'Mezõtúri', '23652', '7820', '3988'),
('2907', 'Túrony', 'község', 'Baranya', 'Siklósi', '940', '255', '101'),
('2908', 'Túrricse', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '1299', '578', '224'),
('2909', 'Tuzsér', 'nagyközség', 'Szabolcs-Szatmár-Bereg', 'Záhonyi', '1552', '3320', '1024'),
('2910', 'Türje', 'község', 'Zala', 'Zalaszentgróti', '3823', '1584', '685'),
('2911', 'Tüskevár', 'község', 'Veszprém', 'Devecseri', '1701', '522', '269'),
('2912', 'Tyukod', 'nagyközség', 'Szabolcs-Szatmár-Bereg', 'Csengeri', '6218', '1950', '920'),
('2913', 'Udvar', 'község', 'Baranya', 'Mohácsi', '440', '109', '67'),
('2914', 'Udvari', 'község', 'Tolna', 'Tamási', '1944', '280', '148'),
('2915', 'Ugod', 'község', 'Veszprém', 'Pápai', '6279', '1256', '583'),
('2916', 'Újbarok', 'község', 'Fejér', 'Bicskei', '149', '475', '185'),
('2917', 'Újcsanálos', 'község', 'Borsod-Abaúj-Zemplén', 'Miskolci', '1220', '796', '332'),
('2918', 'Újdombrád', 'község', 'Szabolcs-Szatmár-Bereg', 'Kisvárdai', '1078', '696', '216'),
('2919', 'Újfehértó', 'város', 'Szabolcs-Szatmár-Bereg', 'Nyíregyházi', '14092', '12081', '4853'),
('2920', 'Újhartyán', 'város', 'Pest', 'Dabasi', '2245', '2846', '1124'),
('2921', 'Újiráz', 'község', 'Hajdú-Bihar', 'Berettyóújfalui', '1546', '465', '273'),
('2922', 'Újireg', 'község', 'Tolna', 'Tamási', '1090', '245', '137'),
('2923', 'Újkenéz', 'község', 'Szabolcs-Szatmár-Bereg', 'Kisvárdai', '969', '912', '373'),
('2924', 'Újkér', 'község', 'Gyõr-Moson-Sopron', 'Soproni', '3238', '999', '448'),
('2925', 'Újkígyós', 'város', 'Békés', 'Békéscsabai', '5492', '4857', '2224'),
('2926', 'Újlengyel', 'község', 'Pest', 'Dabasi', '2625', '1702', '717'),
('2927', 'Újléta', 'község', 'Hajdú-Bihar', 'Nyíradonyi', '3042', '1142', '427'),
('2928', 'Újlõrincfalva', 'község', 'Heves', 'Füzesabonyi', '4808', '182', '124'),
('2929', 'Újpetre', 'község', 'Baranya', 'Siklósi', '1671', '972', '383'),
('2930', 'Újrónafõ', 'község', 'Gyõr-Moson-Sopron', 'Mosonmagyaróvári', '4863', '910', '323'),
('2931', 'Újsolt', 'község', 'Bács-Kiskun', 'Kalocsai', '3298', '149', '115'),
('2932', 'Újszalonta', 'község', 'Békés', 'Sarkadi', '2083', '91', '71'),
('2933', 'Újszász', 'város', 'Jász-Nagykun-Szolnok', 'Szolnoki', '5820', '5759', '2526'),
('2934', 'Újszentiván', 'község', 'Csongrád-Csanád', 'Szegedi', '1549', '2124', '671'),
('2935', 'Újszentmargita', 'község', 'Hajdú-Bihar', 'Balmazújvárosi', '9622', '1318', '642'),
('2936', 'Újszilvás', 'község', 'Pest', 'Ceglédi', '3898', '2576', '1197'),
('2937', 'Újtelek', 'község', 'Bács-Kiskun', 'Kalocsai', '956', '360', '253'),
('2938', 'Újtikos', 'község', 'Hajdú-Bihar', 'Hajdúnánási', '3529', '775', '382'),
('2939', 'Újudvar', 'község', 'Zala', 'Nagykanizsai', '1631', '934', '372'),
('2940', 'Újvárfalva', 'község', 'Somogy', 'Kaposvári', '1222', '239', '133'),
('2941', 'Ukk', 'község', 'Veszprém', 'Sümegi', '1387', '290', '172'),
('2942', 'Und', 'község', 'Gyõr-Moson-Sopron', 'Soproni', '679', '358', '155'),
('2943', 'Úny', 'község', 'Komárom-Esztergom', 'Esztergomi', '1158', '703', '313'),
('2944', 'Uppony', 'község', 'Borsod-Abaúj-Zemplén', 'Ózdi', '1281', '221', '200'),
('2945', 'Ura', 'község', 'Szabolcs-Szatmár-Bereg', 'Csengeri', '3234', '551', '261'),
('2946', 'Uraiújfalu', 'község', 'Vas', 'Sárvári', '1908', '871', '389'),
('2947', 'Úrhida', 'község', 'Fejér', 'Székesfehérvári', '725', '2643', '922'),
('2948', 'Úri', 'község', 'Pest', 'Nagykátai', '2219', '2678', '983'),
('2949', 'Úrkút', 'község', 'Veszprém', 'Ajkai', '2013', '1887', '780'),
('2950', 'Uszka', 'község', 'Szabolcs-Szatmár-Bereg', 'Fehérgyarmati', '735', '536', '109'),
('2951', 'Uszód', 'község', 'Bács-Kiskun', 'Kalocsai', '2446', '901', '468'),
('2952', 'Uzsa', 'község', 'Veszprém', 'Tapolcai', '1150', '288', '158'),
('2953', 'Üllés', 'nagyközség', 'Csongrád-Csanád', 'Mórahalmi', '4993', '2999', '1480'),
('2954', 'Üllõ', 'város', 'Pest', 'Vecsési', '4810', '12869', '4652'),
('2955', 'Üröm', 'község', 'Pest', 'Pilisvörösvári', '666', '8365', '3104'),
